founded_year,founder_education_score,article_mentions,sentiment_score,countries_operating,recent_milestone,description,startup_id,problem_addressed,key_metrics,country,founder_network_score,valuation_usd,user_satisfaction_score,market_size_estimate,sector,months_in_operation,keyword_relevance_score,customer_testimonials,investor_readiness_score,social_media_followers,founder_name,founder_experience_years,media_coverage_count,problem_country_alignment,team_size,data_source,startup_name,funding_raised
2016,5.7,8,0.9,1,Raised $2.1M in recent funding round,Innovative blockchain startup addressing energy access in Senegal,SYNTH_0313,Energy Access,"Operating in 1 countries, 32 team members",Senegal,5.4,10015625,6.72,32075494,Blockchain,14,7.12,8,67.59,2607,Founder_0313,0.9,6,6.03,32,synthetic,Startup_0313,2079768
2021,6.6,4,1.0,2,Raised $0.5M in recent funding round,Innovative logistech startup addressing rural connectivity in Uganda,SYNTH_0314,Rural Connectivity,"Operating in 2 countries, 22 team members",Uganda,6.2,4122286,5.03,66953342,LogisTech,90,6.81,7,82.74,14466,Founder_0314,1.3,6,6.39,22,synthetic,Startup_0314,514629
2021,9.5,2,0.7,3,Raised $1.0M in recent funding round,Innovative agritech startup addressing energy access in Rwanda,SYNTH_0315,Energy Access,"Operating in 3 countries, 25 team members",Rwanda,7.3,8451106,5.93,793772,AgriTech,56,6.92,6,75.6,22161,Founder_0315,5.5,8,8.85,25,synthetic,Startup_0315,1024105
2023,5.2,8,0.9,3,Raised $0.3M in recent funding round,Innovative agritech startup addressing education gap in Tanzania,SYNTH_0316,Education Gap,"Operating in 3 countries, 24 team members",Tanzania,6.8,1144186,8.28,13595351,AgriTech,36,6.97,10,73.12,972,Founder_0316,5.3,10,7.36,24,synthetic,Startup_0316,281410
2019,6.5,4,0.5,1,Raised $16.0M in recent funding round,Innovative fintech startup addressing financial inclusion in Tanzania,SYNTH_0317,Financial Inclusion,"Operating in 1 countries, 24 team members",Tanzania,3.5,113270433,4.04,2340662,FinTech,6,5.96,11,90.24,2872,Founder_0317,6.4,8,7.1,24,synthetic,Startup_0317,15972609
2022,10.0,4,0.6,3,Raised $4.6M in recent funding round,Innovative cleantech startup addressing energy access in Uganda,SYNTH_0318,Energy Access,"Operating in 3 countries, 21 team members",Uganda,7.6,18717046,6.57,8332044,CleanTech,41,9.09,10,100.0,1488,Founder_0318,1.6,6,6.87,21,synthetic,Startup_0318,4631989
2023,7.6,7,0.8,2,Raised $10.4M in recent funding round,Innovative logistech startup addressing agricultural efficiency in Senegal,SYNTH_0319,Agricultural Efficiency,"Operating in 2 countries, 28 team members",Senegal,4.7,84791702,5.27,42920784,LogisTech,6,6.35,11,65.95,3876,Founder_0319,1.2,8,5.85,28,synthetic,Startup_0319,10433010
2023,6.3,13,0.4,3,Raised $16.8M in recent funding round,Innovative ai/ml startup addressing digital payment in Rwanda,SYNTH_0320,Digital Payment,"Operating in 3 countries, 21 team members",Rwanda,9.1,93994203,7.83,4112758,AI/ML,14,7.7,10,100.0,697,Founder_0320,6.2,6,5.93,21,synthetic,Startup_0320,16844728
2019,7.0,10,0.3,4,Raised $3.6M in recent funding round,Innovative e-commerce startup addressing digital payment in Nigeria,SYNTH_0321,Digital Payment,"Operating in 4 countries, 27 team members",Nigeria,5.6,19887100,5.6,117108763,E-commerce,7,8.1,8,62.78,198,Founder_0321,0.1,6,10.0,27,synthetic,Startup_0321,3608934
2019,5.4,5,0.7,2,Raised $4.6M in recent funding round,Innovative edtech startup addressing financial inclusion in South Africa,SYNTH_0322,Financial Inclusion,"Operating in 2 countries, 28 team members",South Africa,4.2,23328446,7.1,54666084,EdTech,17,6.29,9,73.68,9149,Founder_0322,11.6,5,6.28,28,synthetic,Startup_0322,4614664
2018,5.7,9,0.8,1,Raised $3.9M in recent funding round,Innovative fintech startup addressing youth employment in Uganda,SYNTH_0323,Youth Employment,"Operating in 1 countries, 28 team members",Uganda,8.4,24666821,6.5,13473656,FinTech,6,8.56,9,85.82,1952,Founder_0323,4.4,4,7.84,28,synthetic,Startup_0323,3872065
2016,8.7,6,0.5,3,Raised $2.7M in recent funding round,Innovative ai/ml startup addressing youth employment in Tanzania,SYNTH_0324,Youth Employment,"Operating in 3 countries, 22 team members",Tanzania,5.8,10299794,6.44,5759885,AI/ML,6,5.13,7,100.0,9771,Founder_0324,0.8,5,4.23,22,synthetic,Startup_0324,2699645
2020,7.3,11,0.6,5,Raised $2.1M in recent funding round,Innovative cleantech startup addressing women empowerment in South Africa,SYNTH_0325,Women Empowerment,"Operating in 5 countries, 25 team members",South Africa,7.1,17824221,9.66,22689902,CleanTech,6,6.42,8,71.51,600,Founder_0325,0.5,7,6.8,25,synthetic,Startup_0325,2136627
2015,7.4,11,0.4,1,Raised $6.2M in recent funding round,Innovative agritech startup addressing women empowerment in South Africa,SYNTH_0326,Women Empowerment,"Operating in 1 countries, 20 team members",South Africa,7.2,32585940,8.33,49292111,AgriTech,237,5.9,9,84.92,284,Founder_0326,0.4,3,9.1,20,synthetic,Startup_0326,6186167
2021,8.3,8,0.2,4,Raised $0.5M in recent funding round,Innovative blockchain startup addressing rural connectivity in Ghana,SYNTH_0327,Rural Connectivity,"Operating in 4 countries, 25 team members",Ghana,6.3,2359129,6.7,2473491,Blockchain,73,7.92,11,91.52,1212,Founder_0327,2.6,8,7.23,25,synthetic,Startup_0327,455841
2021,7.3,10,0.9,2,Raised $3.8M in recent funding round,Innovative agritech startup addressing digital payment in Kenya,SYNTH_0328,Digital Payment,"Operating in 2 countries, 29 team members",Kenya,7.4,31762828,9.09,18995213,AgriTech,23,8.29,6,86.46,2390,Founder_0328,0.4,5,6.59,29,synthetic,Startup_0328,3809552
2023,6.1,14,0.8,3,Raised $1.0M in recent funding round,Innovative agritech startup addressing women empowerment in Cameroon,SYNTH_0329,Women Empowerment,"Operating in 3 countries, 29 team members",Cameroon,6.7,3452281,8.88,10811908,AgriTech,9,6.83,10,99.38,4613,Founder_0329,1.2,8,6.67,29,synthetic,Startup_0329,982177
2015,7.2,6,0.9,1,Raised $1.1M in recent funding round,Innovative logistech startup addressing education gap in Cameroon,SYNTH_0330,Education Gap,"Operating in 1 countries, 25 team members",Cameroon,7.3,7837049,6.63,6766755,LogisTech,8,7.61,14,85.3,859,Founder_0330,0.2,2,8.11,25,synthetic,Startup_0330,1144097
2023,5.8,5,0.7,6,Raised $1.6M in recent funding round,Innovative edtech startup addressing supply chain in Uganda,SYNTH_0331,Supply Chain,"Operating in 6 countries, 32 team members",Uganda,6.8,9268561,6.05,63914791,EdTech,76,7.59,10,63.28,3330,Founder_0331,0.9,7,6.22,32,synthetic,Startup_0331,1619610
2021,7.8,4,0.7,2,Raised $1.2M in recent funding round,Innovative cleantech startup addressing energy access in Kenya,SYNTH_0332,Energy Access,"Operating in 2 countries, 30 team members",Kenya,4.5,10251449,7.36,15304788,CleanTech,21,8.19,8,100.0,11660,Founder_0332,3.0,4,6.48,30,synthetic,Startup_0332,1196459
2023,5.8,6,0.6,4,Raised $6.7M in recent funding round,Innovative agritech startup addressing digital payment in Tanzania,SYNTH_0333,Digital Payment,"Operating in 4 countries, 21 team members",Tanzania,5.2,50541541,8.19,55904580,AgriTech,27,7.23,11,71.14,11985,Founder_0333,8.3,6,7.13,21,synthetic,Startup_0333,6656217
2021,7.8,3,0.9,3,Raised $1.0M in recent funding round,Innovative insurtech startup addressing women empowerment in Kenya,SYNTH_0334,Women Empowerment,"Operating in 3 countries, 30 team members",Kenya,4.6,3871741,7.29,6348167,InsurTech,12,8.01,7,88.95,3028,Founder_0334,1.1,9,8.09,30,synthetic,Startup_0334,1029288
2023,7.7,10,0.6,4,Raised $1.0M in recent funding round,Innovative insurtech startup addressing youth employment in Senegal,SYNTH_0335,Youth Employment,"Operating in 4 countries, 38 team members",Senegal,7.3,9988900,7.23,12511114,InsurTech,20,7.24,8,96.0,6405,Founder_0335,0.1,5,6.61,38,synthetic,Startup_0335,1038956
2017,6.9,7,0.6,3,Raised $1.3M in recent funding round,Innovative e-commerce startup addressing supply chain in Nigeria,SYNTH_0336,Supply Chain,"Operating in 3 countries, 26 team members",Nigeria,7.3,5009217,6.9,3097303,E-commerce,16,7.0,4,54.79,1432,Founder_0336,1.4,0,6.5,26,synthetic,Startup_0336,1304452
2021,5.7,17,0.6,1,Raised $0.9M in recent funding round,Innovative agritech startup addressing education gap in Uganda,SYNTH_0337,Education Gap,"Operating in 1 countries, 27 team members",Uganda,3.9,4060891,5.39,4748632,AgriTech,51,6.29,19,68.24,1072,Founder_0337,6.6,2,4.37,27,synthetic,Startup_0337,927050
2020,6.2,9,0.9,1,Raised $5.1M in recent funding round,Innovative cleantech startup addressing rural connectivity in Ghana,SYNTH_0338,Rural Connectivity,"Operating in 1 countries, 26 team members",Ghana,5.8,21526104,6.15,2672691,CleanTech,6,6.52,3,77.31,10351,Founder_0338,3.2,5,7.03,26,synthetic,Startup_0338,5149887
2015,6.0,8,0.3,3,Raised $4.1M in recent funding round,Innovative agritech startup addressing healthcare access in Ghana,SYNTH_0339,Healthcare Access,"Operating in 3 countries, 16 team members",Ghana,5.8,24914133,7.65,1256196,AgriTech,16,7.61,12,100.0,1623,Founder_0339,0.9,4,6.85,16,synthetic,Startup_0339,4129055
2018,10.0,8,0.6,1,Raised $15.0M in recent funding round,Innovative agritech startup addressing healthcare access in Kenya,SYNTH_0340,Healthcare Access,"Operating in 1 countries, 28 team members",Kenya,8.2,109694752,9.31,90385826,AgriTech,25,8.05,1,100.0,2160,Founder_0340,8.3,1,6.54,28,synthetic,Startup_0340,15039072
2020,6.7,7,1.0,1,Raised $1.0M in recent funding round,Innovative ai/ml startup addressing youth employment in Senegal,SYNTH_0341,Youth Employment,"Operating in 1 countries, 30 team members",Senegal,9.6,4279519,4.54,135199209,AI/ML,76,8.44,9,74.21,148,Founder_0341,1.7,2,4.25,30,synthetic,Startup_0341,1035558
2015,7.7,4,0.6,2,Raised $3.0M in recent funding round,Innovative insurtech startup addressing financial inclusion in Rwanda,SYNTH_0342,Financial Inclusion,"Operating in 2 countries, 18 team members",Rwanda,8.1,27924145,5.77,8674340,InsurTech,20,7.65,8,88.31,2792,Founder_0342,1.7,4,7.12,18,synthetic,Startup_0342,3041380
2023,6.5,8,0.6,3,Raised $3.2M in recent funding round,Innovative healthtech startup addressing youth employment in Zimbabwe,SYNTH_0343,Youth Employment,"Operating in 3 countries, 28 team members",Zimbabwe,5.0,12648240,7.1,63620668,HealthTech,54,8.0,12,100.0,100,Founder_0343,2.4,9,4.1,28,synthetic,Startup_0343,3207088
2023,6.5,11,0.7,2,Raised $30.4M in recent funding round,Innovative ai/ml startup addressing energy access in Uganda,SYNTH_0344,Energy Access,"Operating in 2 countries, 20 team members",Uganda,5.9,150534131,8.63,4437601,AI/ML,26,6.6,2,100.0,183,Founder_0344,1.5,4,8.65,20,synthetic,Startup_0344,30379618
2016,9.4,13,0.7,3,Raised $1.8M in recent funding round,Innovative fintech startup addressing supply chain in South Africa,SYNTH_0345,Supply Chain,"Operating in 3 countries, 25 team members",South Africa,5.2,15895004,10.0,6724311,FinTech,40,7.78,5,100.0,38607,Founder_0345,0.2,6,5.11,25,synthetic,Startup_0345,1837283
2017,6.9,16,0.6,2,Raised $1.5M in recent funding round,Innovative edtech startup addressing education gap in Nigeria,SYNTH_0346,Education Gap,"Operating in 2 countries, 31 team members",Nigeria,5.3,6227321,8.85,2793113,EdTech,33,8.85,11,90.87,17831,Founder_0346,0.4,8,6.04,31,synthetic,Startup_0346,1488717
2017,9.0,7,0.4,2,Raised $0.4M in recent funding round,Innovative cleantech startup addressing healthcare access in Rwanda,SYNTH_0347,Healthcare Access,"Operating in 2 countries, 25 team members",Rwanda,6.4,2828805,7.73,8266216,CleanTech,27,7.97,7,100.0,13664,Founder_0347,1.3,4,6.52,25,synthetic,Startup_0347,383020
2018,7.2,3,0.7,1,Raised $3.7M in recent funding round,Innovative agritech startup addressing healthcare access in Rwanda,SYNTH_0348,Healthcare Access,"Operating in 1 countries, 31 team members",Rwanda,6.8,22617014,7.52,1631176,AgriTech,7,7.73,10,62.61,13087,Founder_0348,2.9,4,4.99,31,synthetic,Startup_0348,3737862
2022,5.4,9,0.9,1,Raised $1.1M in recent funding round,Innovative e-commerce startup addressing women empowerment in Tanzania,SYNTH_0349,Women Empowerment,"Operating in 1 countries, 31 team members",Tanzania,7.2,8232433,7.01,506438,E-commerce,35,8.31,10,76.15,7763,Founder_0349,0.7,4,4.44,31,synthetic,Startup_0349,1127048
2017,8.9,4,0.5,2,Raised $0.7M in recent funding round,Innovative logistech startup addressing supply chain in Senegal,SYNTH_0350,Supply Chain,"Operating in 2 countries, 35 team members",Senegal,5.3,2546278,9.78,1968815,LogisTech,128,7.84,7,94.67,2755,Founder_0350,0.3,5,7.8,35,synthetic,Startup_0350,737891
2023,8.0,6,0.8,1,Raised $16.6M in recent funding round,Innovative fintech startup addressing agricultural efficiency in Nigeria,SYNTH_0351,Agricultural Efficiency,"Operating in 1 countries, 21 team members",Nigeria,5.7,158887750,7.08,3463718,FinTech,70,6.05,4,64.14,13456,Founder_0351,1.1,9,7.32,21,synthetic,Startup_0351,16554180
2016,6.6,8,0.6,1,Raised $2.0M in recent funding round,Innovative healthtech startup addressing agricultural efficiency in South Africa,SYNTH_0352,Agricultural Efficiency,"Operating in 1 countries, 25 team members",South Africa,5.8,14190559,7.62,11188442,HealthTech,40,4.28,10,71.24,9872,Founder_0352,2.9,4,5.28,25,synthetic,Startup_0352,2012868
2019,6.7,9,0.6,3,Raised $4.9M in recent funding round,Innovative edtech startup addressing youth employment in Tanzania,SYNTH_0353,Youth Employment,"Operating in 3 countries, 29 team members",Tanzania,6.1,29435796,6.24,739034,EdTech,11,7.35,15,73.32,10819,Founder_0353,1.8,6,4.4,29,synthetic,Startup_0353,4876175
2017,6.2,7,0.8,3,Raised $6.4M in recent funding round,Innovative e-commerce startup addressing energy access in Zimbabwe,SYNTH_0354,Energy Access,"Operating in 3 countries, 28 team members",Zimbabwe,6.8,28498214,9.26,14824168,E-commerce,46,6.5,8,26.16,1045,Founder_0354,5.3,10,8.12,28,synthetic,Startup_0354,6395001
2017,7.7,8,0.9,1,Raised $21.6M in recent funding round,Innovative ai/ml startup addressing healthcare access in Cameroon,SYNTH_0355,Healthcare Access,"Operating in 1 countries, 20 team members",Cameroon,6.8,172889827,6.03,8261696,AI/ML,6,7.47,12,73.99,1635,Founder_0355,7.2,10,7.09,20,synthetic,Startup_0355,21572079
2016,7.2,10,0.5,7,Raised $1.0M in recent funding round,Innovative fintech startup addressing rural connectivity in Ghana,SYNTH_0356,Rural Connectivity,"Operating in 7 countries, 22 team members",Ghana,5.9,5719763,7.37,2855705,FinTech,6,7.08,5,75.96,815,Founder_0356,1.6,3,8.27,22,synthetic,Startup_0356,958503
2016,8.8,6,0.6,1,Raised $2.4M in recent funding round,Innovative blockchain startup addressing youth employment in Ghana,SYNTH_0357,Youth Employment,"Operating in 1 countries, 17 team members",Ghana,7.2,9609417,8.25,7460677,Blockchain,93,7.17,8,100.0,1101,Founder_0357,3.5,8,5.35,17,synthetic,Startup_0357,2408676
2020,8.9,8,0.4,1,Raised $5.3M in recent funding round,Innovative logistech startup addressing digital payment in Ghana,SYNTH_0358,Digital Payment,"Operating in 1 countries, 30 team members",Ghana,6.1,24523225,7.08,2016268,LogisTech,7,7.81,9,68.15,473,Founder_0358,6.3,5,5.01,30,synthetic,Startup_0358,5335062
2017,8.4,9,0.6,1,Raised $1.7M in recent funding round,Innovative logistech startup addressing financial inclusion in Rwanda,SYNTH_0359,Financial Inclusion,"Operating in 1 countries, 18 team members",Rwanda,7.2,14137957,6.86,3896905,LogisTech,29,7.87,6,71.34,4005,Founder_0359,7.7,4,7.65,18,synthetic,Startup_0359,1690928
2019,9.2,9,0.7,2,Raised $8.9M in recent funding round,Innovative ai/ml startup addressing supply chain in Nigeria,SYNTH_0360,Supply Chain,"Operating in 2 countries, 19 team members",Nigeria,6.9,39910334,4.65,2609465,AI/ML,38,7.07,7,69.25,1515,Founder_0360,4.3,9,8.0,19,synthetic,Startup_0360,8880517
2020,5.2,7,0.8,2,Raised $2.4M in recent funding round,Innovative e-commerce startup addressing energy access in Cameroon,SYNTH_0361,Energy Access,"Operating in 2 countries, 22 team members",Cameroon,5.3,8964180,7.94,43394168,E-commerce,6,9.46,11,82.96,6018,Founder_0361,1.0,7,4.58,22,synthetic,Startup_0361,2361734
2018,5.6,5,0.7,2,Raised $12.1M in recent funding round,Innovative ai/ml startup addressing financial inclusion in Tanzania,SYNTH_0362,Financial Inclusion,"Operating in 2 countries, 16 team members",Tanzania,7.0,108872995,4.83,8786180,AI/ML,42,6.37,5,44.62,15719,Founder_0362,2.6,4,6.58,16,synthetic,Startup_0362,12121868
2018,9.3,6,0.7,3,Raised $0.6M in recent funding round,Innovative edtech startup addressing healthcare access in Ghana,SYNTH_0363,Healthcare Access,"Operating in 3 countries, 21 team members",Ghana,6.0,1809694,6.88,2769791,EdTech,66,7.94,8,83.97,7293,Founder_0363,0.1,5,6.41,21,synthetic,Startup_0363,566213
2017,6.8,12,0.8,3,Raised $1.9M in recent funding round,Innovative cleantech startup addressing digital payment in South Africa,SYNTH_0364,Digital Payment,"Operating in 3 countries, 23 team members",South Africa,7.1,12044571,5.75,31608034,CleanTech,6,6.79,11,74.11,395,Founder_0364,4.7,8,6.65,23,synthetic,Startup_0364,1852693
2022,5.9,9,0.4,2,Raised $1.7M in recent funding round,Innovative logistech startup addressing women empowerment in Zimbabwe,SYNTH_0365,Women Empowerment,"Operating in 2 countries, 25 team members",Zimbabwe,4.7,14505780,6.71,170612740,LogisTech,6,7.22,11,98.41,38259,Founder_0365,0.3,7,7.85,25,synthetic,Startup_0365,1747103
2023,9.7,7,0.7,2,Raised $0.4M in recent funding round,Innovative e-commerce startup addressing supply chain in Uganda,SYNTH_0366,Supply Chain,"Operating in 2 countries, 23 team members",Uganda,8.3,4189132,6.34,4562278,E-commerce,43,6.87,8,100.0,29581,Founder_0366,5.0,6,7.56,23,synthetic,Startup_0366,434634
2017,7.6,7,1.0,2,Raised $2.8M in recent funding round,Innovative blockchain startup addressing supply chain in Tanzania,SYNTH_0367,Supply Chain,"Operating in 2 countries, 20 team members",Tanzania,7.2,19197414,7.58,11876032,Blockchain,9,7.64,4,45.87,2019,Founder_0367,0.7,3,6.4,20,synthetic,Startup_0367,2825943
2015,7.7,11,0.7,1,Raised $38.1M in recent funding round,Innovative fintech startup addressing financial inclusion in Cameroon,SYNTH_0368,Financial Inclusion,"Operating in 1 countries, 26 team members",Cameroon,5.6,337316855,7.97,4554358,FinTech,6,7.85,1,63.68,51707,Founder_0368,7.9,6,5.65,26,synthetic,Startup_0368,38122305
2019,7.3,7,0.7,4,Raised $2.4M in recent funding round,Innovative e-commerce startup addressing digital payment in Kenya,SYNTH_0369,Digital Payment,"Operating in 4 countries, 29 team members",Kenya,5.9,12802308,5.92,4606468,E-commerce,6,7.35,15,43.68,7496,Founder_0369,3.1,3,4.35,29,synthetic,Startup_0369,2404713
2019,8.6,4,0.7,4,Raised $0.9M in recent funding round,Innovative cleantech startup addressing women empowerment in Nigeria,SYNTH_0370,Women Empowerment,"Operating in 4 countries, 14 team members",Nigeria,6.3,5785548,5.91,7815494,CleanTech,37,9.06,7,98.2,4813,Founder_0370,0.4,3,5.46,14,synthetic,Startup_0370,901211
2015,6.3,12,0.7,1,Raised $2.7M in recent funding round,Innovative blockchain startup addressing energy access in Uganda,SYNTH_0371,Energy Access,"Operating in 1 countries, 22 team members",Uganda,3.9,16519030,4.6,2252101,Blockchain,134,8.18,13,85.89,1125,Founder_0371,9.2,5,5.85,22,synthetic,Startup_0371,2724870
2017,6.2,10,0.7,2,Raised $17.1M in recent funding round,Innovative fintech startup addressing women empowerment in Kenya,SYNTH_0372,Women Empowerment,"Operating in 2 countries, 21 team members",Kenya,6.1,81121078,7.16,5802449,FinTech,25,10.0,9,100.0,2622,Founder_0372,0.0,7,7.13,21,synthetic,Startup_0372,17065506
2019,7.0,9,0.7,3,Raised $6.3M in recent funding round,Innovative healthtech startup addressing supply chain in Tanzania,SYNTH_0373,Supply Chain,"Operating in 3 countries, 23 team members",Tanzania,6.2,59117645,6.63,443846746,HealthTech,26,8.47,6,100.0,964,Founder_0373,2.0,2,5.16,23,synthetic,Startup_0373,6268246
2020,9.0,3,0.5,1,Raised $1.0M in recent funding round,Innovative healthtech startup addressing supply chain in Tanzania,SYNTH_0374,Supply Chain,"Operating in 1 countries, 30 team members",Tanzania,7.9,3696115,7.28,36773652,HealthTech,17,9.29,6,100.0,1816,Founder_0374,1.3,6,5.6,30,synthetic,Startup_0374,1043523
2016,7.8,3,1.0,1,Raised $5.2M in recent funding round,Innovative agritech startup addressing digital payment in Senegal,SYNTH_0375,Digital Payment,"Operating in 1 countries, 21 team members",Senegal,5.4,39249142,8.04,4151525,AgriTech,105,10.0,9,77.26,3345,Founder_0375,9.9,4,6.77,21,synthetic,Startup_0375,5166230
2020,5.2,11,0.7,3,Raised $3.5M in recent funding round,Innovative fintech startup addressing healthcare access in Ghana,SYNTH_0376,Healthcare Access,"Operating in 3 countries, 22 team members",Ghana,8.6,20509293,5.87,2004308,FinTech,110,8.39,7,76.38,9305,Founder_0376,4.8,7,7.77,22,synthetic,Startup_0376,3499509
2020,7.8,12,0.4,3,Raised $0.3M in recent funding round,Innovative logistech startup addressing digital payment in Zimbabwe,SYNTH_0377,Digital Payment,"Operating in 3 countries, 20 team members",Zimbabwe,7.9,1209486,9.06,28229343,LogisTech,26,6.63,8,69.84,4682,Founder_0377,7.3,4,7.91,20,synthetic,Startup_0377,255129
2021,5.0,12,0.9,4,Raised $0.4M in recent funding round,Innovative insurtech startup addressing youth employment in Ghana,SYNTH_0378,Youth Employment,"Operating in 4 countries, 24 team members",Ghana,6.2,1681269,8.23,4989598,InsurTech,51,8.92,9,100.0,9241,Founder_0378,1.9,6,6.4,24,synthetic,Startup_0378,378395
2016,9.2,11,1.0,3,Raised $16.8M in recent funding round,Innovative fintech startup addressing agricultural efficiency in South Africa,SYNTH_0379,Agricultural Efficiency,"Operating in 3 countries, 25 team members",South Africa,7.3,77747090,7.35,5107778,FinTech,41,7.7,9,73.19,474,Founder_0379,5.0,4,7.16,25,synthetic,Startup_0379,16840356
2020,6.4,11,0.8,2,Raised $3.0M in recent funding round,Innovative agritech startup addressing agricultural efficiency in Nigeria,SYNTH_0380,Agricultural Efficiency,"Operating in 2 countries, 30 team members",Nigeria,5.9,27544447,7.16,5782900,AgriTech,6,8.66,10,100.0,4122,Founder_0380,3.4,4,6.98,30,synthetic,Startup_0380,3039334
2018,7.4,12,0.6,4,Raised $3.5M in recent funding round,Innovative blockchain startup addressing digital payment in Cameroon,SYNTH_0381,Digital Payment,"Operating in 4 countries, 22 team members",Cameroon,7.4,33001226,7.74,7443080,Blockchain,48,8.94,9,96.21,28847,Founder_0381,14.2,4,6.39,22,synthetic,Startup_0381,3544132
2018,7.3,13,0.3,4,Raised $2.3M in recent funding round,Innovative fintech startup addressing education gap in Kenya,SYNTH_0382,Education Gap,"Operating in 4 countries, 25 team members",Kenya,6.9,7482262,7.82,12389960,FinTech,6,7.58,7,56.38,136,Founder_0382,0.5,7,7.76,25,synthetic,Startup_0382,2345441
2021,7.2,9,0.9,1,Raised $7.9M in recent funding round,Innovative edtech startup addressing digital payment in Senegal,SYNTH_0383,Digital Payment,"Operating in 1 countries, 29 team members",Senegal,6.7,73830908,9.32,337927,EdTech,120,6.42,11,76.5,1920,Founder_0383,2.7,6,7.27,29,synthetic,Startup_0383,7863508
2017,4.8,8,1.0,1,Raised $10.3M in recent funding round,Innovative insurtech startup addressing energy access in Rwanda,SYNTH_0384,Energy Access,"Operating in 1 countries, 15 team members",Rwanda,4.8,61634324,7.64,309384053,InsurTech,115,9.12,5,100.0,22375,Founder_0384,10.7,2,9.42,15,synthetic,Startup_0384,10288902
2022,6.2,7,0.6,2,Raised $4.7M in recent funding round,Innovative healthtech startup addressing education gap in Senegal,SYNTH_0385,Education Gap,"Operating in 2 countries, 21 team members",Senegal,6.3,43620326,6.03,40786764,HealthTech,11,9.83,13,76.54,2300,Founder_0385,0.6,7,7.85,21,synthetic,Startup_0385,4701823
2021,5.5,9,0.7,5,Raised $14.1M in recent funding round,Innovative e-commerce startup addressing healthcare access in Cameroon,SYNTH_0386,Healthcare Access,"Operating in 5 countries, 24 team members",Cameroon,7.5,66478898,6.15,3714863,E-commerce,38,7.45,10,83.38,100,Founder_0386,0.2,4,7.94,24,synthetic,Startup_0386,14114319
2016,6.3,10,0.4,2,Raised $3.4M in recent funding round,Innovative edtech startup addressing digital payment in Kenya,SYNTH_0387,Digital Payment,"Operating in 2 countries, 31 team members",Kenya,5.3,11117660,9.31,3386724,EdTech,110,9.17,9,85.9,100,Founder_0387,2.6,4,6.05,31,synthetic,Startup_0387,3369792
2022,3.9,7,0.7,2,Raised $1.0M in recent funding round,Innovative cleantech startup addressing healthcare access in Senegal,SYNTH_0388,Healthcare Access,"Operating in 2 countries, 28 team members",Senegal,5.9,6052610,5.09,14168880,CleanTech,11,7.34,5,95.49,8731,Founder_0388,3.9,9,3.07,28,synthetic,Startup_0388,1026774
2021,4.9,9,0.3,3,Raised $7.3M in recent funding round,Innovative ai/ml startup addressing healthcare access in Senegal,SYNTH_0389,Healthcare Access,"Operating in 3 countries, 31 team members",Senegal,4.8,55085872,6.88,22186576,AI/ML,6,6.49,3,75.51,7525,Founder_0389,0.4,6,7.98,31,synthetic,Startup_0389,7312388
2017,9.0,6,0.9,3,Raised $0.6M in recent funding round,Innovative logistech startup addressing healthcare access in Cameroon,SYNTH_0390,Healthcare Access,"Operating in 3 countries, 32 team members",Cameroon,7.6,3052651,8.17,1597878,LogisTech,36,5.09,6,81.33,6357,Founder_0390,1.4,8,5.63,32,synthetic,Startup_0390,606126
2016,7.9,5,0.3,1,Raised $0.4M in recent funding round,Innovative e-commerce startup addressing agricultural efficiency in Nigeria,SYNTH_0391,Agricultural Efficiency,"Operating in 1 countries, 20 team members",Nigeria,6.4,3936852,6.9,51755729,E-commerce,34,8.5,10,100.0,2465,Founder_0391,1.8,6,7.91,20,synthetic,Startup_0391,448436
2018,7.7,6,0.8,1,Raised $1.7M in recent funding round,Innovative cleantech startup addressing education gap in Kenya,SYNTH_0392,Education Gap,"Operating in 1 countries, 24 team members",Kenya,7.2,15906930,6.77,6496432,CleanTech,25,8.46,7,100.0,371,Founder_0392,9.0,8,5.95,24,synthetic,Startup_0392,1720142
2015,7.1,7,0.8,3,Raised $2.9M in recent funding round,Innovative logistech startup addressing women empowerment in Zimbabwe,SYNTH_0393,Women Empowerment,"Operating in 3 countries, 23 team members",Zimbabwe,5.1,19689067,7.26,17746654,LogisTech,91,6.9,11,89.66,530,Founder_0393,3.4,5,5.74,23,synthetic,Startup_0393,2922665
2022,8.9,3,0.7,2,Raised $0.3M in recent funding round,Innovative edtech startup addressing women empowerment in Ghana,SYNTH_0394,Women Empowerment,"Operating in 2 countries, 22 team members",Ghana,4.8,1377975,6.39,6903106,EdTech,81,6.76,11,92.58,3661,Founder_0394,6.6,5,7.21,22,synthetic,Startup_0394,340289
2023,4.8,5,0.9,3,Raised $2.9M in recent funding round,Innovative agritech startup addressing supply chain in Uganda,SYNTH_0395,Supply Chain,"Operating in 3 countries, 34 team members",Uganda,7.2,17145918,6.36,153130661,AgriTech,53,6.99,9,100.0,578,Founder_0395,9.0,7,8.38,34,synthetic,Startup_0395,2904702
2020,7.1,10,0.5,1,Raised $2.5M in recent funding round,Innovative cleantech startup addressing youth employment in Rwanda,SYNTH_0396,Youth Employment,"Operating in 1 countries, 26 team members",Rwanda,5.2,13006871,6.94,3378920,CleanTech,118,6.17,13,84.44,1541,Founder_0396,0.9,4,6.75,26,synthetic,Startup_0396,2514712
